0,0,255,0,0
1,0,255,0,0
2,0,255,0,0
3,0,255,0,0
4,0,255,0,0
5,0,255,0,0
6,0,255,0,0
7,0,255,0,0
8,0,255,0,0
9,0,255,0,0
10,0,255,0,0
11,0,255,0,0
12,0,255,0,0
13,0,255,0,0
14,0,255,0,0
15,0,255,0,0
16,0,255,0,0
17,0,255,0,0
18,0,255,0,0
19,0,255,0,0
20,0,255,0,0
21,0,255,0,0
22,0,255,0,0
23,0,255,0,0
24,0,255,0,0
25,0,255,0,0
26,0,255,0,0
27,0,255,0,0
28,0,255,0,0
29,0,255,0,0
30,0,255,0,0
31,0,255,0,0
32,0,255,0,0
33,0,255,0,0
34,0,255,0,0
35,0,255,0,0
36,0,255,0,0
37,0,255,0,0
38,0,255,0,0
39,0,255,0,0
40,0,255,0,0
41,0,255,0,0
42,0,255,0,0
43,0,255,0,0
44,0,255,0,0
45,0,255,0,0
46,0,255,0,0
47,0,255,0,0
48,0,255,0,0
49,0,255,0,0
50,0,255,0,0
51,0,255,0,0
52,0,255,0,0
53,0,255,0,0
54,0,255,0,0
55,0,255,0,0
56,0,255,0,0
57,0,255,0,0
58,0,255,0,0
59,0,255,0,0
60,0,255,0,0
61,0,255,0,0
62,0,255,0,0
63,0,255,0,0
64,0,255,0,0
65,0,255,0,0
66,0,255,0,0
67,0,255,0,0
68,0,255,0,0
69,0,255,0,0
70,0,255,0,0
71,0,255,0,0
72,0,255,0,0
73,0,255,0,0
74,0,255,0,0
75,0,255,0,0
76,0,255,0,0
77,0,255,0,0
78,0,255,0,0
79,0,255,0,0
80,0,255,0,0
81,0,255,0,0
82,0,255,0,0
83,0,255,0,0
84,0,255,0,0
0,1,255,0,0
1,1,255,0,0
2,1,255,0,0
3,1,255,0,0
4,1,255,0,0
5,1,255,0,0
6,1,255,0,0
7,1,255,0,0
8,1,255,0,0
9,1,255,0,0
10,1,255,0,0
11,1,255,0,0
12,1,255,0,0
13,1,255,0,0
14,1,255,0,0
15,1,255,0,0
16,1,255,0,0
17,1,255,0,0
18,1,255,0,0
19,1,255,0,0
20,1,255,0,0
21,1,255,0,0
22,1,255,0,0
23,1,255,0,0
24,1,255,0,0
25,1,255,0,0
26,1,255,0,0
27,1,255,0,0
28,1,255,0,0
29,1,255,0,0
30,1,255,0,0
31,1,255,0,0
32,1,255,0,0
33,1,255,0,0
34,1,255,0,0
35,1,255,0,0
36,1,255,0,0
37,1,255,0,0
38,1,255,0,0
39,1,255,0,0
40,1,255,0,0
41,1,255,0,0
42,1,255,0,0
43,1,255,0,0
44,1,255,0,0
45,1,255,0,0
46,1,255,0,0
47,1,255,0,0
48,1,255,0,0
49,1,255,0,0
50,1,255,0,0
51,1,255,0,0
52,1,255,0,0
53,1,255,0,0
54,1,255,0,0
55,1,255,0,0
56,1,255,0,0
57,1,255,0,0
58,1,255,0,0
59,1,255,0,0
60,1,255,0,0
61,1,255,0,0
62,1,255,0,0
63,1,255,0,0
64,1,255,0,0
65,1,255,0,0
66,1,255,0,0
67,1,255,0,0
68,1,255,0,0
69,1,255,0,0
70,1,255,0,0
71,1,255,0,0
72,1,255,0,0
73,1,255,0,0
74,1,255,0,0
75,1,255,0,0
76,1,255,0,0
77,1,255,0,0
78,1,255,0,0
79,1,255,0,0
80,1,255,0,0
81,1,255,0,0
82,1,255,0,0
83,1,255,0,0
84,1,255,0,0
0,2,255,0,0
1,2,255,0,0
2,2,255,0,0
3,2,255,0,0
4,2,255,0,0
5,2,255,0,0
6,2,255,0,0
7,2,255,0,0
8,2,255,0,0
9,2,255,0,0
10,2,255,0,0
11,2,255,0,0
12,2,255,0,0
13,2,255,0,0
14,2,255,0,0
15,2,255,0,0
16,2,255,0,0
17,2,255,0,0
18,2,255,0,0
19,2,255,0,0
20,2,255,0,0
21,2,255,0,0
22,2,255,0,0
23,2,255,0,0
24,2,255,0,0
25,2,255,0,0
26,2,255,0,0
27,2,255,0,0
28,2,255,0,0
29,2,255,0,0
30,2,255,0,0
31,2,255,0,0
32,2,255,0,0
33,2,255,0,0
34,2,255,0,0
35,2,255,0,0
36,2,255,0,0
37,2,255,0,0
38,2,255,0,0
39,2,255,0,0
40,2,255,0,0
41,2,255,0,0
42,2,255,0,0
43,2,255,0,0
44,2,255,0,0
45,2,255,0,0
46,2,255,0,0
47,2,255,0,0
48,2,255,0,0
49,2,255,0,0
50,2,255,0,0
51,2,255,0,0
52,2,255,0,0
53,2,255,0,0
54,2,255,0,0
55,2,255,0,0
56,2,255,0,0
57,2,255,0,0
58,2,255,0,0
59,2,255,0,0
60,2,255,0,0
61,2,255,0,0
62,2,255,0,0
63,2,255,0,0
64,2,255,0,0
65,2,255,0,0
66,2,255,0,0
67,2,255,0,0
68,2,255,0,0
69,2,255,0,0
70,2,255,0,0
71,2,255,0,0
72,2,255,0,0
73,2,255,0,0
74,2,255,0,0
75,2,255,0,0
76,2,255,0,0
77,2,255,0,0
78,2,255,0,0
79,2,255,0,0
80,2,255,0,0
81,2,255,0,0
82,2,255,0,0
83,2,255,0,0
84,2,255,0,0
0,3,255,0,0
1,3,255,0,0
2,3,255,0,0
3,3,255,0,0
4,3,255,0,0
5,3,255,0,0
6,3,255,0,0
7,3,255,0,0
8,3,255,0,0
9,3,255,0,0
10,3,255,0,0
11,3,255,0,0
12,3,255,0,0
13,3,255,0,0
14,3,255,0,0
15,3,255,0,0
16,3,255,0,0
17,3,255,0,0
18,3,255,0,0
19,3,255,0,0
20,3,255,0,0
21,3,255,0,0
22,3,255,0,0
23,3,255,0,0
24,3,255,0,0
25,3,255,0,0
26,3,255,0,0
27,3,255,0,0
28,3,255,0,0
29,3,255,0,0
30,3,255,0,0
31,3,255,0,0
32,3,255,0,0
33,3,255,0,0
34,3,255,0,0
35,3,255,0,0
36,3,255,0,0
37,3,255,0,0
38,3,255,0,0
39,3,255,0,0
40,3,255,0,0
41,3,255,0,0
42,3,255,0,0
43,3,255,0,0
44,3,255,0,0
45,3,255,0,0
46,3,255,0,0
47,3,255,0,0
48,3,255,0,0
49,3,255,0,0
50,3,255,0,0
51,3,255,0,0
52,3,255,0,0
53,3,255,0,0
54,3,255,0,0
55,3,255,0,0
56,3,255,0,0
57,3,255,0,0
58,3,255,0,0
59,3,255,0,0
60,3,255,0,0
61,3,255,0,0
62,3,255,0,0
63,3,255,0,0
64,3,255,0,0
65,3,255,0,0
66,3,255,0,0
67,3,255,0,0
68,3,255,0,0
69,3,255,0,0
70,3,255,0,0
71,3,255,0,0
72,3,255,0,0
73,3,255,0,0
74,3,255,0,0
75,3,255,0,0
76,3,255,0,0
77,3,255,0,0
78,3,255,0,0
79,3,255,0,0
80,3,255,0,0
81,3,255,0,0
82,3,255,0,0
83,3,255,0,0
84,3,255,0,0
0,4,255,0,0
1,4,255,0,0
2,4,255,0,0
3,4,255,0,0
4,4,255,0,0
5,4,255,0,0
6,4,255,0,0
7,4,255,0,0
8,4,255,0,0
9,4,255,0,0
10,4,255,0,0
11,4,255,0,0
12,4,255,0,0
13,4,255,0,0
14,4,255,0,0
15,4,255,0,0
16,4,255,0,0
17,4,255,0,0
